memberStateCode,memberStateName,beginDate,endDate,price,unit,weekNumber,productName,priceType
HR,Croatia,06/01/2014,12/01/2014,€191.24,national currency/100kg,2,Whole broiler (65%),Selling price
HR,Croatia,30/12/2013,05/01/2014,€187.32,national currency/100kg,1,Whole broiler (65%),Selling price
HR,Croatia,23/12/2013,29/12/2013,€189.79,national currency/100kg,52,Whole broiler (65%),Selling price
HR,Croatia,16/12/2013,22/12/2013,€191.22,national currency/100kg,51,Whole broiler (65%),Selling price
HR,Croatia,09/12/2013,15/12/2013,€187.61,national currency/100kg,50,Whole broiler (65%),Selling price
HR,Croatia,02/12/2013,08/12/2013,€186.40,national currency/100kg,49,Whole broiler (65%),Selling price
HR,Croatia,25/11/2013,01/12/2013,€188.73,national currency/100kg,48,Whole broiler (65%),Selling price
HR,Croatia,18/11/2013,24/11/2013,€184.36,national currency/100kg,47,Whole broiler (65%),Selling price
HR,Croatia,11/11/2013,17/11/2013,€188.17,national currency/100kg,46,Whole broiler (65%),Selling price
HR,Croatia,04/11/2013,10/11/2013,€189.72,national currency/100kg,45,Whole broiler (65%),Selling price
HR,Croatia,28/10/2013,03/11/2013,€189.32,national currency/100kg,44,Whole broiler (65%),Selling price
HR,Croatia,21/10/2013,27/10/2013,€187.78,national currency/100kg,43,Whole broiler (65%),Selling price
HR,Croatia,14/10/2013,20/10/2013,€194.45,national currency/100kg,42,Whole broiler (65%),Selling price
HR,Croatia,07/10/2013,13/10/2013,€191.86,national currency/100kg,41,Whole broiler (65%),Selling price
HR,Croatia,30/09/2013,06/10/2013,€200.92,national currency/100kg,40,Whole broiler (65%),Selling price
HR,Croatia,23/09/2013,29/09/2013,€195.93,national currency/100kg,39,Whole broiler (65%),Selling price
HR,Croatia,16/09/2013,22/09/2013,€199.64,national currency/100kg,38,Whole broiler (65%),Selling price
HR,Croatia,09/09/2013,15/09/2013,€202.73,national currency/100kg,37,Whole broiler (65%),Selling price
HR,Croatia,02/09/2013,08/09/2013,€200.52,national currency/100kg,36,Whole broiler (65%),Selling price
HR,Croatia,26/08/2013,01/09/2013,€202.11,national currency/100kg,35,Whole broiler (65%),Selling price
HR,Croatia,19/08/2013,25/08/2013,€201.83,national currency/100kg,34,Whole broiler (65%),Selling price
HR,Croatia,12/08/2013,18/08/2013,€203.02,national currency/100kg,33,Whole broiler (65%),Selling price
HR,Croatia,05/08/2013,11/08/2013,€200.46,national currency/100kg,32,Whole broiler (65%),Selling price
HR,Croatia,29/07/2013,04/08/2013,€201.54,national currency/100kg,31,Whole broiler (65%),Selling price
HR,Croatia,22/07/2013,28/07/2013,€206.39,national currency/100kg,30,Whole broiler (65%),Selling price
HR,Croatia,15/07/2013,21/07/2013,€206.35,national currency/100kg,29,Whole broiler (65%),Selling price
HR,Croatia,08/07/2013,14/07/2013,€206.86,national currency/100kg,28,Whole broiler (65%),Selling price
HR,Croatia,01/07/2013,07/07/2013,€206.37,national currency/100kg,27,Whole broiler (65%),Selling price
CY,Cyprus,21/04/2025,27/04/2025,€245.81,national currency/100kg,17,Whole broiler (65%),Selling price
CY,Cyprus,21/04/2025,27/04/2025,€390.00,national currency/100kg,17,Legs,Selling price
CY,Cyprus,21/04/2025,27/04/2025,€650.00,national currency/100kg,17,Breast Fillet,Selling price
CY,Cyprus,14/04/2025,20/04/2025,€245.81,national currency/100kg,16,Whole broiler (65%),Selling price
CY,Cyprus,14/04/2025,20/04/2025,€390.00,national currency/100kg,16,Legs,Selling price
CY,Cyprus,14/04/2025,20/04/2025,€650.00,national currency/100kg,16,Breast Fillet,Selling price
CY,Cyprus,07/04/2025,13/04/2025,€245.81,national currency/100kg,15,Whole broiler (65%),Selling price
CY,Cyprus,07/04/2025,13/04/2025,€390.00,national currency/100kg,15,Legs,Selling price
CY,Cyprus,07/04/2025,13/04/2025,€650.00,national currency/100kg,15,Breast Fillet,Selling price
CY,Cyprus,31/03/2025,06/04/2025,€390.00,national currency/100kg,14,Legs,Selling price
CY,Cyprus,31/03/2025,06/04/2025,€245.81,national currency/100kg,14,Whole broiler (65%),Selling price
CY,Cyprus,31/03/2025,06/04/2025,€650.00,national currency/100kg,14,Breast Fillet,Selling price
CY,Cyprus,24/03/2025,30/03/2025,€390.00,national currency/100kg,13,Legs,Selling price
CY,Cyprus,24/03/2025,30/03/2025,€245.81,national currency/100kg,13,Whole broiler (65%),Selling price
CY,Cyprus,24/03/2025,30/03/2025,€650.00,national currency/100kg,13,Breast Fillet,Selling price
CY,Cyprus,17/03/2025,23/03/2025,€245.81,national currency/100kg,12,Whole broiler (65%),Selling price
CY,Cyprus,17/03/2025,23/03/2025,€390.00,national currency/100kg,12,Legs,Selling price
CY,Cyprus,17/03/2025,23/03/2025,€650.00,national currency/100kg,12,Breast Fillet,Selling price
CY,Cyprus,10/03/2025,16/03/2025,€650.00,national currency/100kg,11,Breast Fillet,Selling price
CY,Cyprus,10/03/2025,16/03/2025,€245.81,national currency/100kg,11,Whole broiler (65%),Selling price
CY,Cyprus,10/03/2025,16/03/2025,€390.00,national currency/100kg,11,Legs,Selling price
CY,Cyprus,03/03/2025,09/03/2025,€650.00,national currency/100kg,10,Breast Fillet,Selling price
CY,Cyprus,03/03/2025,09/03/2025,€245.81,national currency/100kg,10,Whole broiler (65%),Selling price
CY,Cyprus,03/03/2025,09/03/2025,€390.00,national currency/100kg,10,Legs,Selling price
CY,Cyprus,24/02/2025,02/03/2025,€245.81,national currency/100kg,9,Whole broiler (65%),Selling price
CY,Cyprus,24/02/2025,02/03/2025,€390.00,national currency/100kg,9,Legs,Selling price
CY,Cyprus,24/02/2025,02/03/2025,€650.00,national currency/100kg,9,Breast Fillet,Selling price
CY,Cyprus,17/02/2025,23/02/2025,€245.81,national currency/100kg,8,Whole broiler (65%),Selling price
CY,Cyprus,17/02/2025,23/02/2025,€390.00,national currency/100kg,8,Legs,Selling price
CY,Cyprus,17/02/2025,23/02/2025,€650.00,national currency/100kg,8,Breast Fillet,Selling price
CY,Cyprus,10/02/2025,16/02/2025,€650.00,national currency/100kg,7,Breast Fillet,Selling price
CY,Cyprus,10/02/2025,16/02/2025,€245.81,national currency/100kg,7,Whole broiler (65%),Selling price
CY,Cyprus,10/02/2025,16/02/2025,€390.00,national currency/100kg,7,Legs,Selling price
CY,Cyprus,03/02/2025,09/02/2025,€390.00,national currency/100kg,6,Legs,Selling price
CY,Cyprus,03/02/2025,09/02/2025,€650.00,national currency/100kg,6,Breast Fillet,Selling price
CY,Cyprus,03/02/2025,09/02/2025,€245.81,national currency/100kg,6,Whole broiler (65%),Selling price
CY,Cyprus,27/01/2025,02/02/2025,€390.00,national currency/100kg,5,Legs,Selling price
CY,Cyprus,27/01/2025,02/02/2025,€245.81,national currency/100kg,5,Whole broiler (65%),Selling price
CY,Cyprus,27/01/2025,02/02/2025,€650.00,national currency/100kg,5,Breast Fillet,Selling price
CY,Cyprus,20/01/2025,26/01/2025,€390.00,national currency/100kg,4,Legs,Selling price
CY,Cyprus,20/01/2025,26/01/2025,€650.00,national currency/100kg,4,Breast Fillet,Selling price
CY,Cyprus,20/01/2025,26/01/2025,€245.81,national currency/100kg,4,Whole broiler (65%),Selling price
CY,Cyprus,13/01/2025,19/01/2025,€390.00,national currency/100kg,3,Legs,Selling price
CY,Cyprus,13/01/2025,19/01/2025,€246.00,national currency/100kg,3,Whole broiler (65%),Selling price
CY,Cyprus,13/01/2025,19/01/2025,€650.00,national currency/100kg,3,Breast Fillet,Selling price
CY,Cyprus,06/01/2025,12/01/2025,€650.00,national currency/100kg,2,Breast Fillet,Selling price
CY,Cyprus,06/01/2025,12/01/2025,€246.00,national currency/100kg,2,Whole broiler (65%),Selling price
CY,Cyprus,06/01/2025,12/01/2025,€390.00,national currency/100kg,2,Legs,Selling price
CY,Cyprus,30/12/2024,05/01/2025,€650.00,national currency/100kg,53,Breast Fillet,Selling price
CY,Cyprus,30/12/2024,05/01/2025,€246.00,national currency/100kg,53,Whole broiler (65%),Selling price
CY,Cyprus,30/12/2024,05/01/2025,€390.00,national currency/100kg,1,Legs,Selling price
CY,Cyprus,30/12/2024,05/01/2025,€390.00,national currency/100kg,53,Legs,Selling price
CY,Cyprus,30/12/2024,05/01/2025,€650.00,national currency/100kg,1,Breast Fillet,Selling price
CY,Cyprus,30/12/2024,05/01/2025,€246.00,national currency/100kg,1,Whole broiler (65%),Selling price
CY,Cyprus,23/12/2024,29/12/2024,€245.81,national currency/100kg,52,Whole broiler (65%),Selling price
CY,Cyprus,23/12/2024,29/12/2024,€650.00,national currency/100kg,52,Breast Fillet,Selling price
CY,Cyprus,23/12/2024,29/12/2024,€390.00,national currency/100kg,52,Legs,Selling price
CY,Cyprus,16/12/2024,22/12/2024,€650.00,national currency/100kg,51,Breast Fillet,Selling price
CY,Cyprus,16/12/2024,22/12/2024,€245.81,national currency/100kg,51,Whole broiler (65%),Selling price
CY,Cyprus,16/12/2024,22/12/2024,€390.00,national currency/100kg,51,Legs,Selling price
CY,Cyprus,09/12/2024,15/12/2024,€245.81,national currency/100kg,50,Whole broiler (65%),Selling price
CY,Cyprus,09/12/2024,15/12/2024,€650.00,national currency/100kg,50,Breast Fillet,Selling price
CY,Cyprus,09/12/2024,15/12/2024,€390.00,national currency/100kg,50,Legs,Selling price
CY,Cyprus,02/12/2024,08/12/2024,€650.00,national currency/100kg,49,Breast Fillet,Selling price
CY,Cyprus,02/12/2024,08/12/2024,€245.81,national currency/100kg,49,Whole broiler (65%),Selling price
CY,Cyprus,02/12/2024,08/12/2024,€390.00,national currency/100kg,49,Legs,Selling price
CY,Cyprus,25/11/2024,01/12/2024,€245.81,national currency/100kg,48,Whole broiler (65%),Selling price
CY,Cyprus,25/11/2024,01/12/2024,€390.00,national currency/100kg,48,Legs,Selling price
CY,Cyprus,25/11/2024,01/12/2024,€650.00,national currency/100kg,48,Breast Fillet,Selling price
CY,Cyprus,18/11/2024,24/11/2024,€390.00,national currency/100kg,47,Legs,Selling price
CY,Cyprus,18/11/2024,24/11/2024,€245.81,national currency/100kg,47,Whole broiler (65%),Selling price
CY,Cyprus,18/11/2024,24/11/2024,€650.00,national currency/100kg,47,Breast Fillet,Selling price
CY,Cyprus,11/11/2024,17/11/2024,€245.81,national currency/100kg,46,Whole broiler (65%),Selling price
CY,Cyprus,11/11/2024,17/11/2024,€650.00,national currency/100kg,46,Breast Fillet,Selling price
CY,Cyprus,11/11/2024,17/11/2024,€390.00,national currency/100kg,46,Legs,Selling price
CY,Cyprus,04/11/2024,10/11/2024,€650.00,national currency/100kg,45,Breast Fillet,Selling price
CY,Cyprus,04/11/2024,10/11/2024,€245.81,national currency/100kg,45,Whole broiler (65%),Selling price
CY,Cyprus,04/11/2024,10/11/2024,€390.00,national currency/100kg,45,Legs,Selling price
CY,Cyprus,28/10/2024,03/11/2024,€650.00,national currency/100kg,44,Breast Fillet,Selling price
CY,Cyprus,28/10/2024,03/11/2024,€390.00,national currency/100kg,44,Legs,Selling price
CY,Cyprus,28/10/2024,03/11/2024,€245.81,national currency/100kg,44,Whole broiler (65%),Selling price
CY,Cyprus,21/10/2024,27/10/2024,€390.00,national currency/100kg,43,Legs,Selling price
CY,Cyprus,21/10/2024,27/10/2024,€650.00,national currency/100kg,43,Breast Fillet,Selling price
CY,Cyprus,21/10/2024,27/10/2024,€245.81,national currency/100kg,43,Whole broiler (65%),Selling price
CY,Cyprus,14/10/2024,20/10/2024,€650.00,national currency/100kg,42,Breast Fillet,Selling price
CY,Cyprus,14/10/2024,20/10/2024,€390.00,national currency/100kg,42,Legs,Selling price
CY,Cyprus,14/10/2024,20/10/2024,€245.81,national currency/100kg,42,Whole broiler (65%),Selling price
CY,Cyprus,07/10/2024,13/10/2024,€245.81,national currency/100kg,41,Whole broiler (65%),Selling price
CY,Cyprus,07/10/2024,13/10/2024,€390.00,national currency/100kg,41,Legs,Selling price
CY,Cyprus,07/10/2024,13/10/2024,€650.00,national currency/100kg,41,Breast Fillet,Selling price
CY,Cyprus,30/09/2024,06/10/2024,€650.00,national currency/100kg,40,Breast Fillet,Selling price
CY,Cyprus,30/09/2024,06/10/2024,€390.00,national currency/100kg,40,Legs,Selling price
CY,Cyprus,30/09/2024,06/10/2024,€245.81,national currency/100kg,40,Whole broiler (65%),Selling price
CY,Cyprus,23/09/2024,29/09/2024,€245.81,national currency/100kg,39,Whole broiler (65%),Selling price
CY,Cyprus,23/09/2024,29/09/2024,€650.00,national currency/100kg,39,Breast Fillet,Selling price
CY,Cyprus,23/09/2024,29/09/2024,€390.00,national currency/100kg,39,Legs,Selling price
CY,Cyprus,16/09/2024,22/09/2024,€650.00,national currency/100kg,38,Breast Fillet,Selling price
CY,Cyprus,16/09/2024,22/09/2024,€390.00,national currency/100kg,38,Legs,Selling price
CY,Cyprus,16/09/2024,22/09/2024,€245.81,national currency/100kg,38,Whole broiler (65%),Selling price
CY,Cyprus,09/09/2024,15/09/2024,€390.00,national currency/100kg,37,Legs,Selling price
CY,Cyprus,09/09/2024,15/09/2024,€245.81,national currency/100kg,37,Whole broiler (65%),Selling price
CY,Cyprus,09/09/2024,15/09/2024,€650.00,national currency/100kg,37,Breast Fillet,Selling price
CY,Cyprus,02/09/2024,08/09/2024,€390.00,national currency/100kg,36,Legs,Selling price
CY,Cyprus,02/09/2024,08/09/2024,€245.81,national currency/100kg,36,Whole broiler (65%),Selling price
CY,Cyprus,02/09/2024,08/09/2024,€650.00,national currency/100kg,36,Breast Fillet,Selling price
CY,Cyprus,26/08/2024,01/09/2024,€650.00,national currency/100kg,35,Breast Fillet,Selling price
CY,Cyprus,26/08/2024,01/09/2024,€390.00,national currency/100kg,35,Legs,Selling price
CY,Cyprus,26/08/2024,01/09/2024,€245.81,national currency/100kg,35,Whole broiler (65%),Selling price
CY,Cyprus,19/08/2024,25/08/2024,€390.00,national currency/100kg,34,Legs,Selling price
CY,Cyprus,19/08/2024,25/08/2024,€245.81,national currency/100kg,34,Whole broiler (65%),Selling price
CY,Cyprus,19/08/2024,25/08/2024,€650.00,national currency/100kg,34,Breast Fillet,Selling price
CY,Cyprus,12/08/2024,18/08/2024,€390.00,national currency/100kg,33,Legs,Selling price
CY,Cyprus,12/08/2024,18/08/2024,€245.81,national currency/100kg,33,Whole broiler (65%),Selling price
CY,Cyprus,12/08/2024,18/08/2024,€650.00,national currency/100kg,33,Breast Fillet,Selling price
CY,Cyprus,05/08/2024,11/08/2024,€245.81,national currency/100kg,32,Whole broiler (65%),Selling price
CY,Cyprus,05/08/2024,11/08/2024,€650.00,national currency/100kg,32,Breast Fillet,Selling price
CY,Cyprus,05/08/2024,11/08/2024,€390.00,national currency/100kg,32,Legs,Selling price
CY,Cyprus,29/07/2024,04/08/2024,€245.81,national currency/100kg,31,Whole broiler (65%),Selling price
CY,Cyprus,29/07/2024,04/08/2024,€390.00,national currency/100kg,31,Legs,Selling price
CY,Cyprus,29/07/2024,04/08/2024,€650.00,national currency/100kg,31,Breast Fillet,Selling price
CY,Cyprus,22/07/2024,28/07/2024,€245.81,national currency/100kg,30,Whole broiler (65%),Selling price
CY,Cyprus,22/07/2024,28/07/2024,€390.00,national currency/100kg,30,Legs,Selling price
CY,Cyprus,22/07/2024,28/07/2024,€650.00,national currency/100kg,30,Breast Fillet,Selling price
CY,Cyprus,15/07/2024,21/07/2024,€390.00,national currency/100kg,29,Legs,Selling price
CY,Cyprus,15/07/2024,21/07/2024,€650.00,national currency/100kg,29,Breast Fillet,Selling price
CY,Cyprus,15/07/2024,21/07/2024,€245.81,national currency/100kg,29,Whole broiler (65%),Selling price
CY,Cyprus,08/07/2024,14/07/2024,€246.41,national currency/100kg,28,Whole broiler (65%),Selling price
CY,Cyprus,08/07/2024,14/07/2024,€650.00,national currency/100kg,28,Breast Fillet,Selling price
CY,Cyprus,08/07/2024,14/07/2024,€390.00,national currency/100kg,28,Legs,Selling price
CY,Cyprus,01/07/2024,07/07/2024,€246.41,national currency/100kg,27,Whole broiler (65%),Selling price
CY,Cyprus,01/07/2024,07/07/2024,€650.00,national currency/100kg,27,Breast Fillet,Selling price
CY,Cyprus,01/07/2024,07/07/2024,€390.00,national currency/100kg,27,Legs,Selling price
CY,Cyprus,24/06/2024,30/06/2024,€650.00,national currency/100kg,26,Breast Fillet,Selling price
CY,Cyprus,24/06/2024,30/06/2024,€390.00,national currency/100kg,26,Legs,Selling price
CY,Cyprus,24/06/2024,30/06/2024,€246.41,national currency/100kg,26,Whole broiler (65%),Selling price
CY,Cyprus,17/06/2024,23/06/2024,€246.41,national currency/100kg,25,Whole broiler (65%),Selling price
CY,Cyprus,17/06/2024,23/06/2024,€650.00,national currency/100kg,25,Breast Fillet,Selling price
CY,Cyprus,17/06/2024,23/06/2024,€390.00,national currency/100kg,25,Legs,Selling price
CY,Cyprus,10/06/2024,16/06/2024,€390.00,national currency/100kg,24,Legs,Selling price
CY,Cyprus,10/06/2024,16/06/2024,€246.41,national currency/100kg,24,Whole broiler (65%),Selling price
CY,Cyprus,10/06/2024,16/06/2024,€650.00,national currency/100kg,24,Breast Fillet,Selling price
CY,Cyprus,03/06/2024,09/06/2024,€390.00,national currency/100kg,23,Legs,Selling price
CY,Cyprus,03/06/2024,09/06/2024,€246.41,national currency/100kg,23,Whole broiler (65%),Selling price
CY,Cyprus,03/06/2024,09/06/2024,€650.00,national currency/100kg,23,Breast Fillet,Selling price
CY,Cyprus,27/05/2024,02/06/2024,€650.00,national currency/100kg,22,Breast Fillet,Selling price
CY,Cyprus,27/05/2024,02/06/2024,€246.41,national currency/100kg,22,Whole broiler (65%),Selling price
CY,Cyprus,27/05/2024,02/06/2024,€390.00,national currency/100kg,22,Legs,Selling price
CY,Cyprus,20/05/2024,26/05/2024,€650.00,national currency/100kg,21,Breast Fillet,Selling price
CY,Cyprus,20/05/2024,26/05/2024,€245.81,national currency/100kg,21,Whole broiler (65%),Selling price
CY,Cyprus,20/05/2024,26/05/2024,€390.00,national currency/100kg,21,Legs,Selling price
CY,Cyprus,13/05/2024,19/05/2024,€245.81,national currency/100kg,20,Whole broiler (65%),Selling price
CY,Cyprus,13/05/2024,19/05/2024,€390.00,national currency/100kg,20,Legs,Selling price
CY,Cyprus,13/05/2024,19/05/2024,€650.00,national currency/100kg,20,Breast Fillet,Selling price
CY,Cyprus,06/05/2024,12/05/2024,€390.00,national currency/100kg,19,Legs,Selling price
CY,Cyprus,06/05/2024,12/05/2024,€650.00,national currency/100kg,19,Breast Fillet,Selling price
CY,Cyprus,06/05/2024,12/05/2024,€245.81,national currency/100kg,19,Whole broiler (65%),Selling price
CY,Cyprus,29/04/2024,05/05/2024,€245.81,national currency/100kg,18,Whole broiler (65%),Selling price
CY,Cyprus,29/04/2024,05/05/2024,€390.00,national currency/100kg,18,Legs,Selling price
CY,Cyprus,29/04/2024,05/05/2024,€650.00,national currency/100kg,18,Breast Fillet,Selling price
CY,Cyprus,22/04/2024,28/04/2024,€390.00,national currency/100kg,17,Legs,Selling price
CY,Cyprus,22/04/2024,28/04/2024,€650.00,national currency/100kg,17,Breast Fillet,Selling price
CY,Cyprus,22/04/2024,28/04/2024,€245.81,national currency/100kg,17,Whole broiler (65%),Selling price
CY,Cyprus,15/04/2024,21/04/2024,€650.00,national currency/100kg,16,Breast Fillet,Selling price
CY,Cyprus,15/04/2024,21/04/2024,€245.81,national currency/100kg,16,Whole broiler (65%),Selling price
CY,Cyprus,15/04/2024,21/04/2024,€390.00,national currency/100kg,16,Legs,Selling price
CY,Cyprus,08/04/2024,14/04/2024,€245.81,national currency/100kg,15,Whole broiler (65%),Selling price
CY,Cyprus,08/04/2024,14/04/2024,€390.00,national currency/100kg,15,Legs,Selling price
CY,Cyprus,08/04/2024,14/04/2024,€650.00,national currency/100kg,15,Breast Fillet,Selling price
CY,Cyprus,01/04/2024,07/04/2024,€390.00,national currency/100kg,14,Legs,Selling price
CY,Cyprus,01/04/2024,07/04/2024,€650.00,national currency/100kg,14,Breast Fillet,Selling price
CY,Cyprus,01/04/2024,07/04/2024,€245.81,national currency/100kg,14,Whole broiler (65%),Selling price
CY,Cyprus,25/03/2024,31/03/2024,€650.00,national currency/100kg,13,Breast Fillet,Selling price
CY,Cyprus,25/03/2024,31/03/2024,€390.00,national currency/100kg,13,Legs,Selling price
CY,Cyprus,25/03/2024,31/03/2024,€245.81,national currency/100kg,13,Whole broiler (65%),Selling price
CY,Cyprus,18/03/2024,24/03/2024,€650.00,national currency/100kg,12,Breast Fillet,Selling price
CY,Cyprus,18/03/2024,24/03/2024,€390.00,national currency/100kg,12,Legs,Selling price
CY,Cyprus,18/03/2024,24/03/2024,€245.81,national currency/100kg,12,Whole broiler (65%),Selling price
CY,Cyprus,11/03/2024,17/03/2024,€390.00,national currency/100kg,11,Legs,Selling price
CY,Cyprus,11/03/2024,17/03/2024,€650.00,national currency/100kg,11,Breast Fillet,Selling price
CY,Cyprus,11/03/2024,17/03/2024,€245.81,national currency/100kg,11,Whole broiler (65%),Selling price
CY,Cyprus,04/03/2024,10/03/2024,€245.81,national currency/100kg,10,Whole broiler (65%),Selling price
CY,Cyprus,04/03/2024,10/03/2024,€390.00,national currency/100kg,10,Legs,Selling price
CY,Cyprus,04/03/2024,10/03/2024,€650.00,national currency/100kg,10,Breast Fillet,Selling price
CY,Cyprus,26/02/2024,03/03/2024,€390.00,national currency/100kg,9,Legs,Selling price
CY,Cyprus,26/02/2024,03/03/2024,€245.81,national currency/100kg,9,Whole broiler (65%),Selling price
CY,Cyprus,26/02/2024,03/03/2024,€650.00,national currency/100kg,9,Breast Fillet,Selling price
CY,Cyprus,19/02/2024,25/02/2024,€650.00,national currency/100kg,8,Breast Fillet,Selling price
CY,Cyprus,19/02/2024,25/02/2024,€390.00,national currency/100kg,8,Legs,Selling price
CY,Cyprus,19/02/2024,25/02/2024,€245.81,national currency/100kg,8,Whole broiler (65%),Selling price
CY,Cyprus,12/02/2024,18/02/2024,€245.81,national currency/100kg,7,Whole broiler (65%),Selling price
CY,Cyprus,12/02/2024,18/02/2024,€390.00,national currency/100kg,7,Legs,Selling price
CY,Cyprus,12/02/2024,18/02/2024,€650.00,national currency/100kg,7,Breast Fillet,Selling price
CY,Cyprus,05/02/2024,11/02/2024,€245.81,national currency/100kg,6,Whole broiler (65%),Selling price
CY,Cyprus,05/02/2024,11/02/2024,€390.00,national currency/100kg,6,Legs,Selling price
CY,Cyprus,05/02/2024,11/02/2024,€650.00,national currency/100kg,6,Breast Fillet,Selling price
CY,Cyprus,29/01/2024,04/02/2024,€390.00,national currency/100kg,5,Legs,Selling price
CY,Cyprus,29/01/2024,04/02/2024,€245.81,national currency/100kg,5,Whole broiler (65%),Selling price
CY,Cyprus,29/01/2024,04/02/2024,€650.00,national currency/100kg,5,Breast Fillet,Selling price
CY,Cyprus,22/01/2024,28/01/2024,€650.00,national currency/100kg,4,Breast Fillet,Selling price
CY,Cyprus,22/01/2024,28/01/2024,€390.00,national currency/100kg,4,Legs,Selling price
CY,Cyprus,22/01/2024,28/01/2024,€245.81,national currency/100kg,4,Whole broiler (65%),Selling price
CY,Cyprus,15/01/2024,21/01/2024,€390.00,national currency/100kg,3,Legs,Selling price
CY,Cyprus,15/01/2024,21/01/2024,€650.00,national currency/100kg,3,Breast Fillet,Selling price
CY,Cyprus,15/01/2024,21/01/2024,€245.81,national currency/100kg,3,Whole broiler (65%),Selling price
CY,Cyprus,08/01/2024,14/01/2024,€650.00,national currency/100kg,2,Breast Fillet,Selling price
CY,Cyprus,08/01/2024,14/01/2024,€245.81,national currency/100kg,2,Whole broiler (65%),Selling price
CY,Cyprus,08/01/2024,14/01/2024,€390.00,national currency/100kg,2,Legs,Selling price
CY,Cyprus,01/01/2024,07/01/2024,€650.00,national currency/100kg,1,Breast Fillet,Selling price
CY,Cyprus,01/01/2024,07/01/2024,€245.81,national currency/100kg,1,Whole broiler (65%),Selling price
CY,Cyprus,01/01/2024,07/01/2024,€390.00,national currency/100kg,1,Legs,Selling price
CY,Cyprus,25/12/2023,31/12/2023,€245.81,national currency/100kg,52,Whole broiler (65%),Selling price
CY,Cyprus,25/12/2023,31/12/2023,€650.00,national currency/100kg,52,Breast Fillet,Selling price
CY,Cyprus,25/12/2023,31/12/2023,€390.00,national currency/100kg,52,Legs,Selling price
CY,Cyprus,18/12/2023,24/12/2023,€390.00,national currency/100kg,51,Legs,Selling price
CY,Cyprus,18/12/2023,24/12/2023,€650.00,national currency/100kg,51,Breast Fillet,Selling price
CY,Cyprus,18/12/2023,24/12/2023,€245.81,national currency/100kg,51,Whole broiler (65%),Selling price
CY,Cyprus,11/12/2023,17/12/2023,€390.00,national currency/100kg,50,Legs,Selling price
CY,Cyprus,11/12/2023,17/12/2023,€245.81,national currency/100kg,50,Whole broiler (65%),Selling price
CY,Cyprus,11/12/2023,17/12/2023,€650.00,national currency/100kg,50,Breast Fillet,Selling price
CY,Cyprus,04/12/2023,10/12/2023,€650.00,national currency/100kg,49,Breast Fillet,Selling price
CY,Cyprus,04/12/2023,10/12/2023,€245.81,national currency/100kg,49,Whole broiler (65%),Selling price
CY,Cyprus,04/12/2023,10/12/2023,€390.00,national currency/100kg,49,Legs,Selling price
CY,Cyprus,27/11/2023,03/12/2023,€246.21,national currency/100kg,48,Whole broiler (65%),Selling price
CY,Cyprus,27/11/2023,03/12/2023,€650.00,national currency/100kg,48,Breast Fillet,Selling price
CY,Cyprus,27/11/2023,03/12/2023,€390.00,national currency/100kg,48,Legs,Selling price
CY,Cyprus,20/11/2023,26/11/2023,€390.00,national currency/100kg,47,Legs,Selling price
CY,Cyprus,20/11/2023,26/11/2023,€245.60,national currency/100kg,47,Whole broiler (65%),Selling price
CY,Cyprus,20/11/2023,26/11/2023,€650.00,national currency/100kg,47,Breast Fillet,Selling price
CY,Cyprus,13/11/2023,19/11/2023,€650.00,national currency/100kg,46,Breast Fillet,Selling price
CY,Cyprus,13/11/2023,19/11/2023,€390.00,national currency/100kg,46,Legs,Selling price
CY,Cyprus,13/11/2023,19/11/2023,€245.60,national currency/100kg,46,Whole broiler (65%),Selling price
CY,Cyprus,06/11/2023,12/11/2023,€390.00,national currency/100kg,45,Legs,Selling price
CY,Cyprus,06/11/2023,12/11/2023,€650.00,national currency/100kg,45,Breast Fillet,Selling price
CY,Cyprus,06/11/2023,12/11/2023,€245.60,national currency/100kg,45,Whole broiler (65%),Selling price
CY,Cyprus,30/10/2023,05/11/2023,€650.00,national currency/100kg,44,Breast Fillet,Selling price
CY,Cyprus,30/10/2023,05/11/2023,€245.60,national currency/100kg,44,Whole broiler (65%),Selling price
CY,Cyprus,30/10/2023,05/11/2023,€390.00,national currency/100kg,44,Legs,Selling price
CY,Cyprus,23/10/2023,29/10/2023,€390.00,national currency/100kg,43,Legs,Selling price
CY,Cyprus,23/10/2023,29/10/2023,€650.00,national currency/100kg,43,Breast Fillet,Selling price
CY,Cyprus,23/10/2023,29/10/2023,€245.60,national currency/100kg,43,Whole broiler (65%),Selling price
CY,Cyprus,16/10/2023,22/10/2023,€247.82,national currency/100kg,42,Whole broiler (65%),Selling price
CY,Cyprus,16/10/2023,22/10/2023,€390.00,national currency/100kg,42,Legs,Selling price
CY,Cyprus,16/10/2023,22/10/2023,€650.00,national currency/100kg,42,Breast Fillet,Selling price
CY,Cyprus,09/10/2023,15/10/2023,€650.00,national currency/100kg,41,Breast Fillet,Selling price
CY,Cyprus,09/10/2023,15/10/2023,€390.00,national currency/100kg,41,Legs,Selling price
CY,Cyprus,09/10/2023,15/10/2023,€245.60,national currency/100kg,41,Whole broiler (65%),Selling price
CY,Cyprus,02/10/2023,08/10/2023,€245.60,national currency/100kg,40,Whole broiler (65%),Selling price
CY,Cyprus,02/10/2023,08/10/2023,€650.00,national currency/100kg,40,Breast Fillet,Selling price
