beginDate,endDate,price,unit,farmingMethod,marketingYear,weekNumber,memberStateCode,memberStateName
17/10/2022,23/10/2022,€250.14,€/100Kg,Barn,2022,42,BE,Belgium
17/10/2022,23/10/2022,€308.20,€/100Kg,Free range,2022,42,BE,Belgium
17/10/2022,23/10/2022,€283.11,€/100Kg,Organic,2022,42,BE,Belgium
10/10/2022,16/10/2022,€233.62,€/100Kg,Cage,2022,41,BE,Belgium
10/10/2022,16/10/2022,€243.79,€/100Kg,Barn,2022,41,BE,Belgium
10/10/2022,16/10/2022,€300.15,€/100Kg,Free range,2022,41,BE,Belgium
10/10/2022,16/10/2022,€282.53,€/100Kg,Organic,2022,41,BE,Belgium
03/10/2022,09/10/2022,€236.71,€/100Kg,Barn,2022,40,BE,Belgium
03/10/2022,09/10/2022,€222.89,€/100Kg,Cage,2022,40,BE,Belgium
03/10/2022,09/10/2022,€290.78,€/100Kg,Organic,2022,40,BE,Belgium
03/10/2022,09/10/2022,€274.25,€/100Kg,Free range,2022,40,BE,Belgium
26/09/2022,02/10/2022,€223.45,€/100Kg,Barn,2022,39,BE,Belgium
26/09/2022,02/10/2022,€207.82,€/100Kg,Cage,2022,39,BE,Belgium
26/09/2022,02/10/2022,€291.96,€/100Kg,Organic,2022,39,BE,Belgium
26/09/2022,02/10/2022,€263.93,€/100Kg,Free range,2022,39,BE,Belgium
19/09/2022,25/09/2022,€223.16,€/100Kg,Barn,2022,38,BE,Belgium
19/09/2022,25/09/2022,€293.06,€/100Kg,Organic,2022,38,BE,Belgium
19/09/2022,25/09/2022,€262.95,€/100Kg,Free range,2022,38,BE,Belgium
19/09/2022,25/09/2022,€200.89,€/100Kg,Cage,2022,38,BE,Belgium
12/09/2022,18/09/2022,€289.38,€/100Kg,Organic,2022,37,BE,Belgium
12/09/2022,18/09/2022,€217.39,€/100Kg,Barn,2022,37,BE,Belgium
12/09/2022,18/09/2022,€204.27,€/100Kg,Cage,2022,37,BE,Belgium
12/09/2022,18/09/2022,€255.35,€/100Kg,Free range,2022,37,BE,Belgium
05/09/2022,11/09/2022,€290.31,€/100Kg,Organic,2022,36,BE,Belgium
05/09/2022,11/09/2022,€213.04,€/100Kg,Barn,2022,36,BE,Belgium
05/09/2022,11/09/2022,€249.53,€/100Kg,Free range,2022,36,BE,Belgium
05/09/2022,11/09/2022,€200.57,€/100Kg,Cage,2022,36,BE,Belgium
29/08/2022,04/09/2022,€290.10,€/100Kg,Organic,2022,35,BE,Belgium
29/08/2022,04/09/2022,€236.98,€/100Kg,Free range,2022,35,BE,Belgium
29/08/2022,04/09/2022,€178.26,€/100Kg,Cage,2022,35,BE,Belgium
29/08/2022,04/09/2022,€208.56,€/100Kg,Barn,2022,35,BE,Belgium
22/08/2022,28/08/2022,€293.83,€/100Kg,Organic,2022,34,BE,Belgium
22/08/2022,28/08/2022,€237.51,€/100Kg,Free range,2022,34,BE,Belgium
22/08/2022,28/08/2022,€209.92,€/100Kg,Barn,2022,34,BE,Belgium
22/08/2022,28/08/2022,€172.35,€/100Kg,Cage,2022,34,BE,Belgium
15/08/2022,21/08/2022,€215.88,€/100Kg,Barn,2022,33,BE,Belgium
15/08/2022,21/08/2022,€180.66,€/100Kg,Cage,2022,33,BE,Belgium
15/08/2022,21/08/2022,€294.18,€/100Kg,Organic,2022,33,BE,Belgium
15/08/2022,21/08/2022,€240.70,€/100Kg,Free range,2022,33,BE,Belgium
08/08/2022,14/08/2022,€242.09,€/100Kg,Free range,2022,32,BE,Belgium
08/08/2022,14/08/2022,€209.98,€/100Kg,Barn,2022,32,BE,Belgium
08/08/2022,14/08/2022,€178.14,€/100Kg,Cage,2022,32,BE,Belgium
08/08/2022,14/08/2022,€290.40,€/100Kg,Organic,2022,32,BE,Belgium
01/08/2022,07/08/2022,€288.11,€/100Kg,Organic,2022,31,BE,Belgium
01/08/2022,07/08/2022,€243.51,€/100Kg,Free range,2022,31,BE,Belgium
01/08/2022,07/08/2022,€180.13,€/100Kg,Cage,2022,31,BE,Belgium
01/08/2022,07/08/2022,€212.86,€/100Kg,Barn,2022,31,BE,Belgium
25/07/2022,31/07/2022,€181.45,€/100Kg,Cage,2022,30,BE,Belgium
25/07/2022,31/07/2022,€290.28,€/100Kg,Organic,2022,30,BE,Belgium
25/07/2022,31/07/2022,€214.14,€/100Kg,Barn,2022,30,BE,Belgium
25/07/2022,31/07/2022,€243.12,€/100Kg,Free range,2022,30,BE,Belgium
18/07/2022,24/07/2022,€245.82,€/100Kg,Free range,2022,29,BE,Belgium
18/07/2022,24/07/2022,€180.84,€/100Kg,Cage,2022,29,BE,Belgium
18/07/2022,24/07/2022,€214.71,€/100Kg,Barn,2022,29,BE,Belgium
18/07/2022,24/07/2022,€288.71,€/100Kg,Organic,2022,29,BE,Belgium
11/07/2022,17/07/2022,€292.33,€/100Kg,Organic,2022,28,BE,Belgium
11/07/2022,17/07/2022,€254.10,€/100Kg,Free range,2022,28,BE,Belgium
11/07/2022,17/07/2022,€215.03,€/100Kg,Barn,2022,28,BE,Belgium
11/07/2022,17/07/2022,€178.51,€/100Kg,Cage,2022,28,BE,Belgium
04/07/2022,10/07/2022,€291.86,€/100Kg,Organic,2022,27,BE,Belgium
04/07/2022,10/07/2022,€181.09,€/100Kg,Cage,2022,27,BE,Belgium
04/07/2022,10/07/2022,€247.09,€/100Kg,Free range,2022,27,BE,Belgium
04/07/2022,10/07/2022,€213.84,€/100Kg,Barn,2022,27,BE,Belgium
27/06/2022,03/07/2022,€206.08,€/100Kg,Barn,2022,26,BE,Belgium
27/06/2022,03/07/2022,€245.51,€/100Kg,Free range,2022,26,BE,Belgium
27/06/2022,03/07/2022,€291.61,€/100Kg,Organic,2022,26,BE,Belgium
27/06/2022,03/07/2022,€177.14,€/100Kg,Cage,2022,26,BE,Belgium
20/06/2022,26/06/2022,€200.10,€/100Kg,Barn,2022,25,BE,Belgium
20/06/2022,26/06/2022,€291.01,€/100Kg,Organic,2022,25,BE,Belgium
20/06/2022,26/06/2022,€240.01,€/100Kg,Free range,2022,25,BE,Belgium
20/06/2022,26/06/2022,€178.68,€/100Kg,Cage,2022,25,BE,Belgium
13/06/2022,19/06/2022,€243.67,€/100Kg,Free range,2022,24,BE,Belgium
13/06/2022,19/06/2022,€177.47,€/100Kg,Cage,2022,24,BE,Belgium
13/06/2022,19/06/2022,€199.45,€/100Kg,Barn,2022,24,BE,Belgium
13/06/2022,19/06/2022,€289.63,€/100Kg,Organic,2022,24,BE,Belgium
06/06/2022,12/06/2022,€178.62,€/100Kg,Cage,2022,23,BE,Belgium
06/06/2022,12/06/2022,€293.22,€/100Kg,Organic,2022,23,BE,Belgium
06/06/2022,12/06/2022,€205.20,€/100Kg,Barn,2022,23,BE,Belgium
06/06/2022,12/06/2022,€239.44,€/100Kg,Free range,2022,23,BE,Belgium
30/05/2022,05/06/2022,€195.06,€/100Kg,Cage,2022,22,BE,Belgium
30/05/2022,05/06/2022,€293.12,€/100Kg,Organic,2022,22,BE,Belgium
30/05/2022,05/06/2022,€251.62,€/100Kg,Free range,2022,22,BE,Belgium
30/05/2022,05/06/2022,€209.16,€/100Kg,Barn,2022,22,BE,Belgium
23/05/2022,29/05/2022,€211.28,€/100Kg,Barn,2022,21,BE,Belgium
23/05/2022,29/05/2022,€201.16,€/100Kg,Cage,2022,21,BE,Belgium
23/05/2022,29/05/2022,€253.38,€/100Kg,Free range,2022,21,BE,Belgium
23/05/2022,29/05/2022,€290.95,€/100Kg,Organic,2022,21,BE,Belgium
16/05/2022,22/05/2022,€247.02,€/100Kg,Free range,2022,20,BE,Belgium
16/05/2022,22/05/2022,€289.59,€/100Kg,Organic,2022,20,BE,Belgium
16/05/2022,22/05/2022,€207.14,€/100Kg,Barn,2022,20,BE,Belgium
16/05/2022,22/05/2022,€192.53,€/100Kg,Cage,2022,20,BE,Belgium
09/05/2022,15/05/2022,€203.88,€/100Kg,Cage,2022,19,BE,Belgium
09/05/2022,15/05/2022,€214.31,€/100Kg,Barn,2022,19,BE,Belgium
09/05/2022,15/05/2022,€251.97,€/100Kg,Free range,2022,19,BE,Belgium
09/05/2022,15/05/2022,€291.03,€/100Kg,Organic,2022,19,BE,Belgium
02/05/2022,08/05/2022,€225.45,€/100Kg,Barn,2022,18,BE,Belgium
02/05/2022,08/05/2022,€258.88,€/100Kg,Free range,2022,18,BE,Belgium
02/05/2022,08/05/2022,€292.08,€/100Kg,Organic,2022,18,BE,Belgium
02/05/2022,08/05/2022,€208.92,€/100Kg,Cage,2022,18,BE,Belgium
25/04/2022,01/05/2022,€219.68,€/100Kg,Barn,2022,17,BE,Belgium
25/04/2022,01/05/2022,€212.16,€/100Kg,Cage,2022,17,BE,Belgium
25/04/2022,01/05/2022,€285.63,€/100Kg,Organic,2022,17,BE,Belgium
25/04/2022,01/05/2022,€257.09,€/100Kg,Free range,2022,17,BE,Belgium
18/04/2022,24/04/2022,€222.17,€/100Kg,Barn,2022,16,BE,Belgium
18/04/2022,24/04/2022,€263.11,€/100Kg,Free range,2022,16,BE,Belgium
18/04/2022,24/04/2022,€286.06,€/100Kg,Organic,2022,16,BE,Belgium
18/04/2022,24/04/2022,€215.19,€/100Kg,Cage,2022,16,BE,Belgium
11/04/2022,17/04/2022,€289.42,€/100Kg,Organic,2022,15,BE,Belgium
11/04/2022,17/04/2022,€229.30,€/100Kg,Free range,2022,15,BE,Belgium
11/04/2022,17/04/2022,€223.22,€/100Kg,Barn,2022,15,BE,Belgium
11/04/2022,17/04/2022,€225.85,€/100Kg,Cage,2022,15,BE,Belgium
04/04/2022,10/04/2022,€215.07,€/100Kg,Barn,2022,14,BE,Belgium
04/04/2022,10/04/2022,€231.82,€/100Kg,Free range,2022,14,BE,Belgium
04/04/2022,10/04/2022,€291.65,€/100Kg,Organic,2022,14,BE,Belgium
04/04/2022,10/04/2022,€220.30,€/100Kg,Cage,2022,14,BE,Belgium
28/03/2022,03/04/2022,€228.31,€/100Kg,Free range,2022,13,BE,Belgium
28/03/2022,03/04/2022,€290.25,€/100Kg,Organic,2022,13,BE,Belgium
28/03/2022,03/04/2022,€213.96,€/100Kg,Cage,2022,13,BE,Belgium
28/03/2022,03/04/2022,€211.33,€/100Kg,Barn,2022,13,BE,Belgium
21/03/2022,27/03/2022,€177.89,€/100Kg,Cage,2022,12,BE,Belgium
21/03/2022,27/03/2022,€290.30,€/100Kg,Organic,2022,12,BE,Belgium
21/03/2022,27/03/2022,€224.88,€/100Kg,Free range,2022,12,BE,Belgium
21/03/2022,27/03/2022,€181.17,€/100Kg,Barn,2022,12,BE,Belgium
14/03/2022,20/03/2022,€162.50,€/100Kg,Cage,2022,11,BE,Belgium
14/03/2022,20/03/2022,€289.48,€/100Kg,Organic,2022,11,BE,Belgium
14/03/2022,20/03/2022,€210.05,€/100Kg,Free range,2022,11,BE,Belgium
14/03/2022,20/03/2022,€171.81,€/100Kg,Barn,2022,11,BE,Belgium
07/03/2022,13/03/2022,€283.35,€/100Kg,Organic,2022,10,BE,Belgium
07/03/2022,13/03/2022,€204.27,€/100Kg,Free range,2022,10,BE,Belgium
07/03/2022,13/03/2022,€161.52,€/100Kg,Barn,2022,10,BE,Belgium
07/03/2022,13/03/2022,€163.86,€/100Kg,Cage,2022,10,BE,Belgium
28/02/2022,06/03/2022,€291.97,€/100Kg,Organic,2022,9,BE,Belgium
28/02/2022,06/03/2022,€169.48,€/100Kg,Barn,2022,9,BE,Belgium
28/02/2022,06/03/2022,€157.27,€/100Kg,Cage,2022,9,BE,Belgium
28/02/2022,06/03/2022,€195.68,€/100Kg,Free range,2022,9,BE,Belgium
21/02/2022,27/02/2022,€167.53,€/100Kg,Barn,2022,8,BE,Belgium
21/02/2022,27/02/2022,€292.11,€/100Kg,Organic,2022,8,BE,Belgium
21/02/2022,27/02/2022,€198.48,€/100Kg,Free range,2022,8,BE,Belgium
21/02/2022,27/02/2022,€148.22,€/100Kg,Cage,2022,8,BE,Belgium
14/02/2022,20/02/2022,€294.78,€/100Kg,Organic,2022,7,BE,Belgium
14/02/2022,20/02/2022,€140.96,€/100Kg,Cage,2022,7,BE,Belgium
14/02/2022,20/02/2022,€197.97,€/100Kg,Free range,2022,7,BE,Belgium
14/02/2022,20/02/2022,€164.73,€/100Kg,Barn,2022,7,BE,Belgium
07/02/2022,13/02/2022,€292.56,€/100Kg,Organic,2022,6,BE,Belgium
07/02/2022,13/02/2022,€160.02,€/100Kg,Barn,2022,6,BE,Belgium
07/02/2022,13/02/2022,€139.41,€/100Kg,Cage,2022,6,BE,Belgium
07/02/2022,13/02/2022,€195.00,€/100Kg,Free range,2022,6,BE,Belgium
31/01/2022,06/02/2022,€161.39,€/100Kg,Barn,2022,5,BE,Belgium
31/01/2022,06/02/2022,€292.69,€/100Kg,Organic,2022,5,BE,Belgium
31/01/2022,06/02/2022,€135.00,€/100Kg,Cage,2022,5,BE,Belgium
31/01/2022,06/02/2022,€192.06,€/100Kg,Free range,2022,5,BE,Belgium
24/01/2022,30/01/2022,€159.55,€/100Kg,Barn,2022,4,BE,Belgium
24/01/2022,30/01/2022,€183.64,€/100Kg,Free range,2022,4,BE,Belgium
24/01/2022,30/01/2022,€295.35,€/100Kg,Organic,2022,4,BE,Belgium
24/01/2022,30/01/2022,€133.38,€/100Kg,Cage,2022,4,BE,Belgium
17/01/2022,23/01/2022,€287.96,€/100Kg,Organic,2022,3,BE,Belgium
17/01/2022,23/01/2022,€182.32,€/100Kg,Free range,2022,3,BE,Belgium
17/01/2022,23/01/2022,€156.50,€/100Kg,Barn,2022,3,BE,Belgium
17/01/2022,23/01/2022,€134.02,€/100Kg,Cage,2022,3,BE,Belgium
10/01/2022,16/01/2022,€164.62,€/100Kg,Barn,2022,2,BE,Belgium
10/01/2022,16/01/2022,€294.67,€/100Kg,Organic,2022,2,BE,Belgium
10/01/2022,16/01/2022,€170.26,€/100Kg,Free range,2022,2,BE,Belgium
10/01/2022,16/01/2022,€133.32,€/100Kg,Cage,2022,2,BE,Belgium
03/01/2022,09/01/2022,€135.97,€/100Kg,Cage,2022,1,BE,Belgium
03/01/2022,09/01/2022,€161.29,€/100Kg,Barn,2022,1,BE,Belgium
03/01/2022,09/01/2022,€187.61,€/100Kg,Free range,2022,1,BE,Belgium
03/01/2022,09/01/2022,€299.16,€/100Kg,Organic,2022,1,BE,Belgium
27/12/2021,02/01/2022,€201.91,€/100Kg,Free range,2021,52,BE,Belgium
27/12/2021,02/01/2022,€140.35,€/100Kg,Cage,2022,0,BE,Belgium
27/12/2021,02/01/2022,€140.35,€/100Kg,Cage,2021,52,BE,Belgium
27/12/2021,02/01/2022,€296.02,€/100Kg,Organic,2022,0,BE,Belgium
27/12/2021,02/01/2022,€201.91,€/100Kg,Free range,2022,0,BE,Belgium
27/12/2021,02/01/2022,€296.02,€/100Kg,Organic,2021,52,BE,Belgium
27/12/2021,02/01/2022,€168.38,€/100Kg,Barn,2022,0,BE,Belgium
27/12/2021,02/01/2022,€168.38,€/100Kg,Barn,2021,52,BE,Belgium
20/12/2021,26/12/2021,€163.82,€/100Kg,Barn,2021,51,BE,Belgium
20/12/2021,26/12/2021,€140.30,€/100Kg,Cage,2021,51,BE,Belgium
20/12/2021,26/12/2021,€191.28,€/100Kg,Free range,2021,51,BE,Belgium
20/12/2021,26/12/2021,€297.26,€/100Kg,Organic,2021,51,BE,Belgium
13/12/2021,19/12/2021,€159.81,€/100Kg,Barn,2021,50,BE,Belgium
13/12/2021,19/12/2021,€289.87,€/100Kg,Organic,2021,50,BE,Belgium
13/12/2021,19/12/2021,€141.15,€/100Kg,Cage,2021,50,BE,Belgium
13/12/2021,19/12/2021,€193.92,€/100Kg,Free range,2021,50,BE,Belgium
06/12/2021,12/12/2021,€132.82,€/100Kg,Cage,2021,49,BE,Belgium
06/12/2021,12/12/2021,€181.15,€/100Kg,Free range,2021,49,BE,Belgium
06/12/2021,12/12/2021,€292.28,€/100Kg,Organic,2021,49,BE,Belgium
06/12/2021,12/12/2021,€161.17,€/100Kg,Barn,2021,49,BE,Belgium
29/11/2021,05/12/2021,€136.77,€/100Kg,Cage,2021,48,BE,Belgium
29/11/2021,05/12/2021,€157.56,€/100Kg,Barn,2021,48,BE,Belgium
29/11/2021,05/12/2021,€181.89,€/100Kg,Free range,2021,48,BE,Belgium
29/11/2021,05/12/2021,€297.03,€/100Kg,Organic,2021,48,BE,Belgium
22/11/2021,28/11/2021,€292.54,€/100Kg,Organic,2021,47,BE,Belgium
22/11/2021,28/11/2021,€159.37,€/100Kg,Barn,2021,47,BE,Belgium
22/11/2021,28/11/2021,€131.60,€/100Kg,Cage,2021,47,BE,Belgium
22/11/2021,28/11/2021,€188.48,€/100Kg,Free range,2021,47,BE,Belgium
15/11/2021,21/11/2021,€130.83,€/100Kg,Cage,2021,46,BE,Belgium
15/11/2021,21/11/2021,€292.96,€/100Kg,Organic,2021,46,BE,Belgium
15/11/2021,21/11/2021,€159.98,€/100Kg,Barn,2021,46,BE,Belgium
15/11/2021,21/11/2021,€199.01,€/100Kg,Free range,2021,46,BE,Belgium
08/11/2021,14/11/2021,€293.26,€/100Kg,Organic,2021,45,BE,Belgium
08/11/2021,14/11/2021,€144.39,€/100Kg,Cage,2021,45,BE,Belgium
08/11/2021,14/11/2021,€190.90,€/100Kg,Free range,2021,45,BE,Belgium
08/11/2021,14/11/2021,€160.34,€/100Kg,Barn,2021,45,BE,Belgium
01/11/2021,07/11/2021,€144.33,€/100Kg,Cage,2021,44,BE,Belgium
01/11/2021,07/11/2021,€296.05,€/100Kg,Organic,2021,44,BE,Belgium
01/11/2021,07/11/2021,€185.67,€/100Kg,Free range,2021,44,BE,Belgium
01/11/2021,07/11/2021,€160.77,€/100Kg,Barn,2021,44,BE,Belgium
25/10/2021,31/10/2021,€135.27,€/100Kg,Cage,2021,43,BE,Belgium
25/10/2021,31/10/2021,€161.49,€/100Kg,Barn,2021,43,BE,Belgium
25/10/2021,31/10/2021,€287.20,€/100Kg,Organic,2021,43,BE,Belgium
25/10/2021,31/10/2021,€176.04,€/100Kg,Free range,2021,43,BE,Belgium
18/10/2021,24/10/2021,€174.29,€/100Kg,Free range,2021,42,BE,Belgium
18/10/2021,24/10/2021,€296.26,€/100Kg,Organic,2021,42,BE,Belgium
18/10/2021,24/10/2021,€132.58,€/100Kg,Cage,2021,42,BE,Belgium
18/10/2021,24/10/2021,€161.48,€/100Kg,Barn,2021,42,BE,Belgium
11/10/2021,17/10/2021,€127.72,€/100Kg,Cage,2021,41,BE,Belgium
11/10/2021,17/10/2021,€183.02,€/100Kg,Free range,2021,41,BE,Belgium
11/10/2021,17/10/2021,€291.21,€/100Kg,Organic,2021,41,BE,Belgium
11/10/2021,17/10/2021,€154.76,€/100Kg,Barn,2021,41,BE,Belgium
04/10/2021,10/10/2021,€156.06,€/100Kg,Barn,2021,40,BE,Belgium
04/10/2021,10/10/2021,€129.10,€/100Kg,Cage,2021,40,BE,Belgium
04/10/2021,10/10/2021,€293.01,€/100Kg,Organic,2021,40,BE,Belgium
04/10/2021,10/10/2021,€193.49,€/100Kg,Free range,2021,40,BE,Belgium
27/09/2021,03/10/2021,€123.13,€/100Kg,Cage,2021,39,BE,Belgium
27/09/2021,03/10/2021,€151.81,€/100Kg,Barn,2021,39,BE,Belgium
27/09/2021,03/10/2021,€286.48,€/100Kg,Organic,2021,39,BE,Belgium
20/09/2021,26/09/2021,€184.17,€/100Kg,Free range,2021,38,BE,Belgium
20/09/2021,26/09/2021,€150.46,€/100Kg,Barn,2021,38,BE,Belgium
20/09/2021,26/09/2021,€120.01,€/100Kg,Cage,2021,38,BE,Belgium
20/09/2021,26/09/2021,€291.46,€/100Kg,Organic,2021,38,BE,Belgium
13/09/2021,19/09/2021,€295.19,€/100Kg,Organic,2021,37,BE,Belgium
13/09/2021,19/09/2021,€120.01,€/100Kg,Cage,2021,37,BE,Belgium
13/09/2021,19/09/2021,€181.14,€/100Kg,Free range,2021,37,BE,Belgium
13/09/2021,19/09/2021,€152.77,€/100Kg,Barn,2021,37,BE,Belgium
06/09/2021,12/09/2021,€113.24,€/100Kg,Cage,2021,36,BE,Belgium
06/09/2021,12/09/2021,€155.68,€/100Kg,Barn,2021,36,BE,Belgium
06/09/2021,12/09/2021,€294.25,€/100Kg,Organic,2021,36,BE,Belgium
06/09/2021,12/09/2021,€171.78,€/100Kg,Free range,2021,36,BE,Belgium
30/08/2021,05/09/2021,€117.86,€/100Kg,Cage,2021,35,BE,Belgium
30/08/2021,05/09/2021,€294.09,€/100Kg,Organic,2021,35,BE,Belgium
30/08/2021,05/09/2021,€168.94,€/100Kg,Free range,2021,35,BE,Belgium
30/08/2021,05/09/2021,€147.80,€/100Kg,Barn,2021,35,BE,Belgium
23/08/2021,29/08/2021,€164.74,€/100Kg,Free range,2021,34,BE,Belgium
23/08/2021,29/08/2021,€147.82,€/100Kg,Barn,2021,34,BE,Belgium
23/08/2021,29/08/2021,€101.31,€/100Kg,Cage,2021,34,BE,Belgium
23/08/2021,29/08/2021,€294.87,€/100Kg,Organic,2021,34,BE,Belgium
16/08/2021,22/08/2021,€162.94,€/100Kg,Free range,2021,33,BE,Belgium
16/08/2021,22/08/2021,€292.73,€/100Kg,Organic,2021,33,BE,Belgium
16/08/2021,22/08/2021,€149.29,€/100Kg,Barn,2021,33,BE,Belgium
16/08/2021,22/08/2021,€97.04,€/100Kg,Cage,2021,33,BE,Belgium
09/08/2021,15/08/2021,€93.38,€/100Kg,Cage,2021,32,BE,Belgium
09/08/2021,15/08/2021,€148.41,€/100Kg,Barn,2021,32,BE,Belgium
09/08/2021,15/08/2021,€294.28,€/100Kg,Organic,2021,32,BE,Belgium
09/08/2021,15/08/2021,€159.46,€/100Kg,Free range,2021,32,BE,Belgium
02/08/2021,08/08/2021,€95.22,€/100Kg,Cage,2021,31,BE,Belgium
02/08/2021,08/08/2021,€145.80,€/100Kg,Barn,2021,31,BE,Belgium
02/08/2021,08/08/2021,€294.07,€/100Kg,Organic,2021,31,BE,Belgium
02/08/2021,08/08/2021,€161.40,€/100Kg,Free range,2021,31,BE,Belgium
26/07/2021,01/08/2021,€94.07,€/100Kg,Cage,2021,30,BE,Belgium
26/07/2021,01/08/2021,€298.31,€/100Kg,Organic,2021,30,BE,Belgium
26/07/2021,01/08/2021,€144.02,€/100Kg,Barn,2021,30,BE,Belgium
26/07/2021,01/08/2021,€158.11,€/100Kg,Free range,2021,30,BE,Belgium
19/07/2021,25/07/2021,€158.29,€/100Kg,Free range,2021,29,BE,Belgium
19/07/2021,25/07/2021,€92.18,€/100Kg,Cage,2021,29,BE,Belgium
19/07/2021,25/07/2021,€148.63,€/100Kg,Barn,2021,29,BE,Belgium
19/07/2021,25/07/2021,€294.77,€/100Kg,Organic,2021,29,BE,Belgium
12/07/2021,18/07/2021,€100.93,€/100Kg,Cage,2021,28,BE,Belgium
12/07/2021,18/07/2021,€143.48,€/100Kg,Barn,2021,28,BE,Belgium
12/07/2021,18/07/2021,€140.87,€/100Kg,Free range,2021,28,BE,Belgium
12/07/2021,18/07/2021,€281.61,€/100Kg,Organic,2021,28,BE,Belgium
05/07/2021,11/07/2021,€293.33,€/100Kg,Organic,2021,27,BE,Belgium
05/07/2021,11/07/2021,€151.14,€/100Kg,Barn,2021,27,BE,Belgium
05/07/2021,11/07/2021,€156.95,€/100Kg,Free range,2021,27,BE,Belgium
05/07/2021,11/07/2021,€106.44,€/100Kg,Cage,2021,27,BE,Belgium
28/06/2021,04/07/2021,€151.64,€/100Kg,Barn,2021,26,BE,Belgium
28/06/2021,04/07/2021,€294.04,€/100Kg,Organic,2021,26,BE,Belgium
28/06/2021,04/07/2021,€182.36,€/100Kg,Free range,2021,26,BE,Belgium
28/06/2021,04/07/2021,€122.74,€/100Kg,Cage,2021,26,BE,Belgium
21/06/2021,27/06/2021,€289.08,€/100Kg,Organic,2021,25,BE,Belgium
21/06/2021,27/06/2021,€147.22,€/100Kg,Barn,2021,25,BE,Belgium
21/06/2021,27/06/2021,€186.01,€/100Kg,Free range,2021,25,BE,Belgium
21/06/2021,27/06/2021,€119.65,€/100Kg,Cage,2021,25,BE,Belgium
14/06/2021,20/06/2021,€116.78,€/100Kg,Cage,2021,24,BE,Belgium
14/06/2021,20/06/2021,€150.81,€/100Kg,Barn,2021,24,BE,Belgium
14/06/2021,20/06/2021,€287.80,€/100Kg,Organic,2021,24,BE,Belgium
07/06/2021,13/06/2021,€296.19,€/100Kg,Organic,2021,23,BE,Belgium
07/06/2021,13/06/2021,€151.24,€/100Kg,Barn,2021,23,BE,Belgium
07/06/2021,13/06/2021,€116.34,€/100Kg,Cage,2021,23,BE,Belgium
31/05/2021,06/06/2021,€116.72,€/100Kg,Cage,2021,22,BE,Belgium
31/05/2021,06/06/2021,€154.05,€/100Kg,Barn,2021,22,BE,Belgium
31/05/2021,06/06/2021,€173.64,€/100Kg,Free range,2021,22,BE,Belgium
31/05/2021,06/06/2021,€296.69,€/100Kg,Organic,2021,22,BE,Belgium
24/05/2021,30/05/2021,€113.34,€/100Kg,Cage,2021,21,BE,Belgium
24/05/2021,30/05/2021,€294.23,€/100Kg,Organic,2021,21,BE,Belgium
24/05/2021,30/05/2021,€161.87,€/100Kg,Free range,2021,21,BE,Belgium
24/05/2021,30/05/2021,€155.62,€/100Kg,Barn,2021,21,BE,Belgium
17/05/2021,23/05/2021,€116.17,€/100Kg,Cage,2021,20,BE,Belgium
17/05/2021,23/05/2021,€171.60,€/100Kg,Free range,2021,20,BE,Belgium
17/05/2021,23/05/2021,€295.45,€/100Kg,Organic,2021,20,BE,Belgium
17/05/2021,23/05/2021,€148.77,€/100Kg,Barn,2021,20,BE,Belgium
10/05/2021,16/05/2021,€298.01,€/100Kg,Organic,2021,19,BE,Belgium
10/05/2021,16/05/2021,€146.58,€/100Kg,Barn,2021,19,BE,Belgium
10/05/2021,16/05/2021,€159.81,€/100Kg,Free range,2021,19,BE,Belgium
10/05/2021,16/05/2021,€117.10,€/100Kg,Cage,2021,19,BE,Belgium
03/05/2021,09/05/2021,€154.82,€/100Kg,Barn,2021,18,BE,Belgium
03/05/2021,09/05/2021,€297.51,€/100Kg,Organic,2021,18,BE,Belgium
03/05/2021,09/05/2021,€112.69,€/100Kg,Cage,2021,18,BE,Belgium
03/05/2021,09/05/2021,€181.68,€/100Kg,Free range,2021,18,BE,Belgium
26/04/2021,02/05/2021,€289.48,€/100Kg,Organic,2021,17,BE,Belgium
26/04/2021,02/05/2021,€117.68,€/100Kg,Cage,2021,17,BE,Belgium
26/04/2021,02/05/2021,€168.34,€/100Kg,Free range,2021,17,BE,Belgium
26/04/2021,02/05/2021,€163.36,€/100Kg,Barn,2021,17,BE,Belgium
19/04/2021,25/04/2021,€168.34,€/100Kg,Free range,2021,16,BE,Belgium
19/04/2021,25/04/2021,€119.17,€/100Kg,Cage,2021,16,BE,Belgium
19/04/2021,25/04/2021,€290.74,€/100Kg,Organic,2021,16,BE,Belgium
19/04/2021,25/04/2021,€164.80,€/100Kg,Barn,2021,16,BE,Belgium
12/04/2021,18/04/2021,€290.70,€/100Kg,Organic,2021,15,BE,Belgium
12/04/2021,18/04/2021,€163.02,€/100Kg,Barn,2021,15,BE,Belgium
12/04/2021,18/04/2021,€168.34,€/100Kg,Free range,2021,15,BE,Belgium
12/04/2021,18/04/2021,€124.51,€/100Kg,Cage,2021,15,BE,Belgium
05/04/2021,11/04/2021,€124.56,€/100Kg,Cage,2021,14,BE,Belgium
05/04/2021,11/04/2021,€168.34,€/100Kg,Free range,2021,14,BE,Belgium
05/04/2021,11/04/2021,€291.00,€/100Kg,Organic,2021,14,BE,Belgium
05/04/2021,11/04/2021,€167.06,€/100Kg,Barn,2021,14,BE,Belgium
